worker_no,exclude,item1,item2,item3,chosen_item,isrepeat,RT
116,0,trophy,coaster,canister,coaster,0,2989
116,0,hammer,plaster cast,bowler hat,hammer,0,1777
116,0,tiara,coaster,bucket,bucket,0,3730
116,0,turban,canister,dice,turban,1,2633
116,0,tarantula,rolling pin,trophy,tarantula,0,1396
116,0,navel,doormat,laptop,navel,0,2163
116,0,tea,macadamia,canister,canister,1,2038
116,0,bucket,beaver,turban,beaver,0,2701
116,0,rolling pin,bucket,navel,navel,0,2683
116,0,bench,mistletoe,dice,dice,0,2527
116,0,tape measure,beaver,music box,beaver,0,1354
116,0,beaver,headphones,trophy,beaver,0,2639
116,0,navel,trigger,washcloth,navel,0,1205
116,0,canister,bookshelf,tape measure,tape measure,1,2285
116,0,bag,furnace,washcloth,furnace,0,2949
116,0,coaster,tea,washcloth,washcloth,0,3336
116,0,metal detector,bowler hat,rolling pin,bowler hat,0,7077
116,0,tuba,drain,telegraph,drain,0,2970
116,0,bowler hat,hopscotch,beaver,beaver,0,4126
116,0,mistletoe,tape measure,doormat,mistletoe,0,1999
116,0,file,rolling pin,plaster cast,plaster cast,1,1172
116,0,macadamia,trigger,music box,trigger,0,2056
116,0,doormat,rolling pin,bookshelf,doormat,1,2677
116,0,tea,dice,pizza,dice,0,1508
116,0,tape measure,rudder,plaster cast,rudder,0,2766
116,0,tape measure,canvas,toolbox,canvas,0,1829
116,0,headphones,clothes,toolbox,clothes,0,1537
116,0,punching bag,table,canister,punching bag,0,1768
116,0,macadamia,beaver,punching bag,punching bag,0,5251
116,0,drain,macadamia,headphones,macadamia,1,2199
116,0,plaster cast,file,rolling pin,plaster cast,1,1229
116,0,turban,tarantula,clothes,tarantula,0,2719
116,0,table,headphones,furnace,table,0,2480
116,0,canister,bumper,bucket,bucket,0,1647
116,0,hopscotch,trigger,doormat,trigger,0,1105
116,0,bumper,turban,pizza,bumper,0,2097
116,0,jet,doormat,file,jet,0,2316
116,0,macadamia,candelabra,table,candelabra,0,1627
116,0,macadamia,dice,metal detector,metal detector,0,2588
116,0,bag,tarantula,music box,tarantula,0,1760
116,0,laptop,telegraph,trophy,trophy,0,1947
116,0,tiara,headphones,bumper,bumper,0,1826
116,0,camera,canvas,bucket,camera,0,2101
116,0,headphones,laptop,turban,turban,0,1481
116,0,navel,tape measure,tiara,navel,1,1932
116,0,plaster cast,jet,telegraph,plaster cast,0,2341
116,0,telegraph,rolling pin,bumper,bumper,0,1606
116,0,candelabra,bowler hat,clothes,candelabra,0,2195
116,0,tea,hopscotch,tiara,hopscotch,1,2307
116,0,turban,rolling pin,furnace,rolling pin,0,2079
116,0,bookshelf,camera,hopscotch,camera,0,3673
116,0,knob,coaster,jet,jet,0,1333
116,0,pizza,tuba,punching bag,pizza,0,2955
116,0,furnace,doormat,headphones,doormat,0,1815
116,0,dice,washcloth,bucket,bucket,0,2602
116,0,chariot,rolling pin,camera,rolling pin,0,1951
116,0,file,tea,hammer,tea,0,2001
116,0,telegraph,tarantula,table,tarantula,0,1512
116,0,drain,chariot,music box,music box,0,2803
116,0,punching bag,furnace,tiara,punching bag,1,3205
116,0,turban,file,coaster,file,0,2634
116,0,knob,mistletoe,chariot,chariot,0,1724
116,0,mistletoe,laptop,macadamia,laptop,0,1940
116,0,mistletoe,turban,toolbox,toolbox,0,2647
116,0,washcloth,turban,knob,knob,0,2039
116,0,drain,music box,camera,drain,0,1398
116,0,flagpole,hammer,doormat,doormat,0,2593
116,0,furnace,pizza,macadamia,furnace,0,2049
116,0,toolbox,coaster,camera,coaster,0,1528
116,0,punching bag,bumper,trigger,trigger,0,3155
116,0,canister,bookshelf,tape measure,tape measure,1,2024
116,0,metal detector,mistletoe,tea,metal detector,0,1395
116,0,bowler hat,knob,trigger,bowler hat,0,3350
116,0,turban,music box,flagpole,flagpole,0,2133
116,0,tea,doormat,table,doormat,0,1622
116,0,hammer,rudder,bench,hammer,0,1694
116,0,plaster cast,pizza,chariot,plaster cast,0,1715
116,0,hammer,candelabra,furnace,furnace,1,1978
116,0,bag,tiara,rolling pin,rolling pin,0,2293
116,0,bag,telegraph,turban,telegraph,0,1466
116,0,tuba,metal detector,beaver,beaver,0,4011
116,0,furnace,coaster,rudder,furnace,0,2042
116,0,trophy,canvas,tuba,canvas,0,2461
116,0,chariot,tiara,file,tiara,0,2847
116,0,toolbox,doormat,flagpole,flagpole,0,2423
116,0,tiara,mistletoe,trigger,trigger,0,2064
116,0,dice,candelabra,navel,navel,0,1201
116,0,laptop,trigger,jet,laptop,1,2587
116,0,bench,bookshelf,washcloth,washcloth,0,1332
116,0,candelabra,bench,music box,candelabra,0,1760
116,0,punching bag,furnace,tiara,punching bag,1,1894
116,0,jet,metal detector,chariot,metal detector,0,2462
116,0,table,turban,chariot,table,0,1741
116,0,bumper,jet,macadamia,jet,0,1771
116,0,jet,dice,tuba,jet,0,1922
116,0,bench,turban,trophy,turban,0,2290
116,0,chariot,toolbox,rudder,chariot,0,2072
116,0,doormat,chariot,punching bag,chariot,0,1891
116,0,doormat,drain,beaver,beaver,0,1505
116,0,table,beaver,washcloth,beaver,0,3572
116,0,telegraph,pizza,coaster,telegraph,0,1337
116,0,candelabra,table,file,table,0,1636
116,0,tape measure,trophy,table,table,0,1373
116,0,rolling pin,doormat,bookshelf,doormat,1,1378
116,0,chariot,dice,canvas,dice,0,1394
116,0,bench,bag,chariot,bag,1,1835
116,0,tarantula,pizza,trigger,trigger,0,4241
116,0,hammer,jet,turban,turban,0,1313
116,0,drain,hammer,tarantula,tarantula,0,1544
116,0,beaver,laptop,coaster,beaver,0,1637
116,0,bumper,dice,clothes,dice,0,3683
116,0,furnace,jet,bookshelf,jet,0,2773
116,0,music box,dice,toolbox,music box,0,1840
116,0,trophy,bookshelf,knob,trophy,0,1449
116,0,laptop,jet,trigger,laptop,1,2467
116,0,bench,pizza,tiara,pizza,0,1605
116,0,toolbox,hopscotch,washcloth,hopscotch,0,1253
116,0,bench,table,bucket,bucket,0,2319
116,0,bag,bumper,doormat,bag,0,3712
116,0,trigger,toolbox,tuba,tuba,0,1482
116,0,candelabra,pizza,trophy,pizza,0,1334
116,0,canvas,drain,mistletoe,canvas,0,8599
116,0,bowler hat,washcloth,jet,washcloth,0,1707
116,0,washcloth,rudder,mistletoe,rudder,1,5784
116,0,telegraph,furnace,hopscotch,hopscotch,0,4601
116,0,trigger,drain,turban,trigger,0,2043
116,0,bucket,trigger,mistletoe,trigger,0,1423
116,0,bucket,canvas,tea,canvas,0,1279
116,0,knob,pizza,camera,camera,0,2408
116,0,bench,punching bag,telegraph,telegraph,0,2693
116,0,hammer,music box,knob,music box,0,2170
116,0,canvas,furnace,doormat,canvas,0,2363
116,0,doormat,bowler hat,bookshelf,doormat,0,2331
116,0,trigger,tea,bag,trigger,1,2432
116,0,file,washcloth,telegraph,washcloth,0,6679
116,0,trigger,camera,headphones,trigger,0,3161
116,0,washcloth,tarantula,metal detector,washcloth,0,5767
116,0,bowler hat,mistletoe,furnace,furnace,0,3975
116,0,navel,mistletoe,table,navel,0,5205
116,0,headphones,rudder,jet,rudder,0,155782
116,0,file,canister,laptop,canister,0,1878
116,0,pizza,file,trigger,pizza,0,1784
116,0,dice,table,coaster,table,1,1589
116,0,tuba,chariot,tarantula,tarantula,0,1814
116,0,turban,hopscotch,navel,navel,0,1122
116,0,knob,dice,punching bag,knob,0,1906
116,0,macadamia,canister,tea,canister,1,1404
116,0,bucket,bowler hat,telegraph,telegraph,0,2092
116,0,toolbox,tiara,hammer,tiara,0,1585
116,0,hammer,candelabra,furnace,furnace,1,1568
116,0,jet,beaver,bench,jet,1,2307
116,0,camera,dice,furnace,furnace,0,3830
116,0,rudder,tiara,drain,drain,0,3252
116,0,laptop,knob,plaster cast,plaster cast,0,3255
116,0,pizza,navel,bag,navel,1,1699
116,0,rudder,punching bag,candelabra,punching bag,0,4296
116,0,metal detector,telegraph,music box,music box,0,1468
116,0,tiara,metal detector,plaster cast,metal detector,0,3713
116,0,canister,washcloth,camera,camera,0,1289
116,0,clothes,headphones,punching bag,punching bag,0,1614
116,0,trigger,furnace,trophy,trigger,0,1478
116,0,telegraph,macadamia,knob,macadamia,0,2031
116,0,clothes,trophy,hammer,clothes,0,1642
116,0,tarantula,beaver,tea,tea,0,1586
116,0,rudder,punching bag,bag,rudder,0,2433
116,0,headphones,laptop,tuba,tuba,0,1844
116,0,camera,laptop,punching bag,punching bag,0,1024
116,0,beaver,jet,bench,jet,1,1475
116,0,dice,tape measure,telegraph,dice,0,2845
116,0,beaver,plaster cast,camera,plaster cast,0,2269
116,0,tea,headphones,tuba,tea,0,1854
116,0,clothes,bench,pizza,bench,0,3096
116,0,tiara,dice,doormat,doormat,0,1313
116,0,toolbox,tarantula,laptop,tarantula,0,1383
116,0,rolling pin,toolbox,drain,rolling pin,0,1264
116,0,laptop,bumper,pizza,pizza,1,1488
116,0,candelabra,toolbox,bumper,candelabra,0,1244
116,0,flagpole,bowler hat,tiara,flagpole,0,1254
116,0,music box,pizza,clothes,clothes,1,1355
116,0,trophy,flagpole,drain,drain,1,1932
116,0,trophy,macadamia,chariot,macadamia,1,1215
116,0,doormat,clothes,rudder,clothes,0,2150
116,0,flagpole,tape measure,bucket,flagpole,0,2030
116,0,hammer,pizza,bucket,pizza,0,955
116,0,bag,table,clothes,table,0,2478
116,0,flagpole,tuba,candelabra,tuba,0,1801
116,0,candelabra,tape measure,trigger,candelabra,0,2698
116,0,mistletoe,file,headphones,mistletoe,1,1365
116,0,navel,clothes,macadamia,navel,0,2075
116,0,clothes,beaver,knob,beaver,0,2247
116,0,doormat,coaster,macadamia,coaster,0,1718
116,0,tea,music box,furnace,tea,0,2684
116,0,beaver,navel,rudder,navel,0,983
116,0,metal detector,canvas,pizza,canvas,0,1996
116,0,rolling pin,music box,jet,jet,0,1691
116,0,canvas,bumper,knob,bumper,0,1160
116,0,bowler hat,macadamia,toolbox,macadamia,0,4482
116,0,tape measure,turban,tea,tape measure,0,1668
116,0,bowler hat,turban,tuba,tuba,0,1285
116,0,chariot,hammer,trigger,chariot,0,1420
116,0,furnace,metal detector,toolbox,metal detector,0,1240
116,0,clothes,jet,tea,jet,0,1475
116,0,bag,knob,drain,drain,0,1172
116,0,laptop,hammer,dice,dice,0,2768
116,0,laptop,bowler hat,music box,bowler hat,0,1598
116,0,tuba,navel,coaster,navel,0,1691
116,0,headphones,pizza,rolling pin,headphones,0,977
116,0,tuba,furnace,bucket,tuba,0,1635
116,0,macadamia,plaster cast,turban,macadamia,0,2321
116,0,table,bucket,bookshelf,bucket,0,1415
116,0,bag,trophy,metal detector,bag,0,1124
116,0,bowler hat,tea,chariot,chariot,0,1630
116,0,laptop,bucket,chariot,bucket,0,1057
116,0,flagpole,file,furnace,file,0,1345
116,0,macadamia,tarantula,canvas,tarantula,0,1924
116,0,bookshelf,file,drain,bookshelf,0,1012
116,0,bumper,beaver,furnace,beaver,0,1375
116,0,plaster cast,mistletoe,punching bag,mistletoe,0,1671
116,0,hopscotch,bench,coaster,hopscotch,0,1685
116,0,telegraph,tea,camera,tea,1,1346
116,0,clothes,flagpole,telegraph,clothes,0,2395
116,0,coaster,flagpole,metal detector,coaster,0,1436
116,0,furnace,tarantula,rudder,tarantula,0,1000
116,0,bowler hat,rudder,canvas,bowler hat,0,1202
116,0,tuba,table,plaster cast,plaster cast,1,1285
116,0,mistletoe,bucket,hammer,mistletoe,0,1979
116,0,mistletoe,hopscotch,clothes,hopscotch,0,2365
116,0,beaver,canister,hammer,beaver,0,1045
116,0,tiara,knob,tuba,tiara,0,1816
116,0,coaster,mistletoe,music box,mistletoe,0,3417
116,0,metal detector,file,camera,metal detector,0,1137
116,0,table,metal detector,hammer,table,0,1189
116,0,pizza,table,rudder,pizza,0,1674
116,0,candelabra,bag,coaster,bag,1,1780
116,0,music box,plaster cast,headphones,plaster cast,0,1617
116,0,candelabra,canvas,telegraph,canvas,0,1635
116,0,laptop,candelabra,metal detector,laptop,0,2291
116,0,headphones,telegraph,hammer,telegraph,0,1294
116,0,jet,canvas,tiara,jet,0,7845
116,0,jet,pizza,mistletoe,jet,0,167647
116,0,beaver,tiara,bookshelf,beaver,0,2361
116,0,jet,bag,bucket,jet,0,2256
116,0,clothes,tuba,washcloth,tuba,0,1286
116,0,doormat,plaster cast,trophy,plaster cast,0,1667
116,0,clothes,laptop,rolling pin,clothes,0,1270
116,0,bag,canister,tuba,bag,0,1288
116,0,bucket,doormat,tarantula,tarantula,1,1050
116,0,candelabra,turban,tiara,candelabra,0,1276
116,0,canvas,rolling pin,tea,canvas,0,1255
116,0,bench,macadamia,flagpole,macadamia,1,1158
116,0,tea,candelabra,bookshelf,tea,0,1384
116,0,jet,navel,trophy,navel,0,1724
116,0,bumper,flagpole,plaster cast,plaster cast,0,977
116,0,bumper,trophy,tea,bumper,0,1941
116,0,navel,tarantula,canister,canister,1,1204
116,0,bucket,macadamia,rudder,macadamia,0,1883
116,0,file,music box,macadamia,macadamia,0,1594
116,0,flagpole,tarantula,knob,tarantula,0,2318
116,0,punching bag,bucket,music box,music box,0,2306
116,0,bumper,navel,bench,navel,0,1473
116,0,flagpole,pizza,beaver,pizza,1,2552
116,0,hopscotch,chariot,bumper,chariot,0,1247
116,0,rolling pin,knob,bench,bench,0,2729
116,0,laptop,bag,bookshelf,laptop,0,2593
116,0,coaster,trigger,headphones,coaster,0,1215
116,0,bumper,tape measure,bowler hat,bowler hat,0,1373
116,0,drain,tape measure,pizza,pizza,0,2037
116,0,canvas,toolbox,bench,toolbox,0,1480
116,0,dice,plaster cast,drain,plaster cast,0,1693
116,0,drain,music box,navel,music box,0,1641
116,0,camera,mistletoe,trophy,mistletoe,0,1558
116,0,tarantula,file,tape measure,tarantula,0,1953
116,0,canvas,file,punching bag,punching bag,0,2077
116,0,bowler hat,bag,camera,bag,0,1314
116,0,rolling pin,pizza,table,table,0,3302
116,0,navel,headphones,bowler hat,navel,0,1107
116,0,camera,doormat,candelabra,doormat,0,4504
116,0,bucket,metal detector,drain,bucket,0,1714
116,0,pizza,laptop,bumper,laptop,1,1204
116,0,bookshelf,headphones,chariot,headphones,0,1375
116,0,washcloth,tiara,laptop,tiara,0,1063
116,0,turban,bookshelf,canvas,turban,0,1429
116,0,furnace,clothes,drain,clothes,0,874
116,0,punching bag,hammer,tape measure,punching bag,0,1303
116,0,knob,table,rudder,rudder,0,1342
116,0,canister,clothes,chariot,clothes,0,1085
116,0,bumper,mistletoe,candelabra,candelabra,0,2284
116,0,pizza,bowler hat,file,pizza,0,1659
116,0,rudder,dice,trigger,trigger,0,1336
116,0,jet,candelabra,tarantula,candelabra,0,1238
116,0,beaver,bag,file,beaver,0,1544
116,0,hopscotch,bag,macadamia,macadamia,0,2806
116,0,doormat,pizza,washcloth,pizza,0,2201
116,0,laptop,table,drain,drain,0,1353
116,0,bumper,navel,bookshelf,navel,0,1251
116,0,table,camera,jet,jet,0,1215
116,0,tape measure,jet,toolbox,jet,0,1224
116,0,tarantula,tiara,clothes,tarantula,0,5110
116,0,tape measure,headphones,metal detector,metal detector,0,1329
116,0,hopscotch,canister,metal detector,hopscotch,0,2134
116,0,drain,hopscotch,candelabra,hopscotch,0,926
116,0,bag,canvas,headphones,headphones,0,1813
116,0,trophy,punching bag,washcloth,washcloth,0,1188
116,0,music box,washcloth,canvas,music box,0,2142
116,0,trigger,table,flagpole,trigger,0,1961
116,0,telegraph,tea,camera,tea,1,2488
116,0,flagpole,headphones,canister,canister,0,2096
116,0,tea,bench,drain,tea,0,1332
116,0,tape measure,macadamia,rolling pin,macadamia,0,1420
116,0,tiara,toolbox,table,toolbox,0,2195
116,0,canister,rudder,doormat,doormat,0,1022
116,0,knob,canister,candelabra,canister,0,1037
116,0,tea,navel,knob,navel,0,1998
116,0,chariot,telegraph,doormat,chariot,0,1324
116,0,tape measure,bag,canvas,bag,0,1129
116,0,pizza,hopscotch,tarantula,hopscotch,0,857
116,0,navel,toolbox,telegraph,navel,0,1031
116,0,tiara,hopscotch,tea,hopscotch,1,955
116,0,pizza,clothes,music box,music box,1,1341
116,0,knob,hopscotch,headphones,hopscotch,0,2103
116,0,rolling pin,rudder,flagpole,flagpole,0,1012
116,0,tuba,hopscotch,rudder,hopscotch,0,1134
116,0,turban,camera,rudder,turban,0,1196
116,0,telegraph,beaver,rudder,beaver,0,1428
116,0,music box,bumper,rudder,music box,0,1585
116,0,bookshelf,tuba,macadamia,macadamia,0,1021
116,0,metal detector,doormat,turban,turban,0,1249
116,0,punching bag,drain,jet,drain,0,1000
116,0,plaster cast,coaster,navel,plaster cast,0,1544
116,0,drain,flagpole,trophy,drain,1,1668
116,0,plaster cast,table,tuba,plaster cast,1,853
116,0,washcloth,rudder,mistletoe,washcloth,1,1326
116,0,table,bumper,file,bumper,0,1432
116,0,hammer,camera,tuba,tuba,0,3213
116,0,tape measure,hopscotch,laptop,hopscotch,0,1600
116,0,pizza,canister,toolbox,pizza,0,1547
116,0,canvas,beaver,trigger,beaver,0,1376
116,0,dice,tarantula,headphones,tarantula,0,1325
116,0,canister,canvas,plaster cast,canvas,0,1627
116,0,canister,jet,drain,canister,0,1239
116,0,hopscotch,dice,file,file,0,1584
116,0,rolling pin,candelabra,washcloth,candelabra,0,960
116,0,tarantula,punching bag,bowler hat,tarantula,0,1243
116,0,plaster cast,toolbox,bag,toolbox,0,1914
116,0,mistletoe,tuba,rolling pin,tuba,0,1203
116,0,clothes,bucket,file,clothes,0,1029
116,0,mistletoe,bag,flagpole,flagpole,0,2576
116,0,file,toolbox,knob,knob,0,2311
116,0,mistletoe,tarantula,beaver,mistletoe,0,1607
116,0,punching bag,flagpole,tea,tea,0,1230
116,0,tiara,canister,music box,tiara,1,1463
116,0,bookshelf,tarantula,coaster,tarantula,0,1631
116,0,pizza,beaver,flagpole,pizza,1,2091
116,0,music box,bowler hat,table,bowler hat,0,1146
116,0,bucket,tarantula,doormat,tarantula,1,1068
116,0,flagpole,washcloth,chariot,washcloth,0,2997
116,0,bumper,hammer,coaster,coaster,0,1232
116,0,bench,tape measure,camera,bench,0,1197
116,0,coaster,candelabra,bag,candelabra,1,1577
116,0,plaster cast,bucket,hopscotch,bucket,0,1410
116,0,hammer,navel,canvas,navel,0,2066
116,0,laptop,flagpole,canvas,canvas,0,2240
116,0,file,rudder,trophy,rudder,0,1127
116,0,tea,laptop,rudder,laptop,0,1874
116,0,bumper,tuba,bench,tuba,0,1239
116,0,clothes,metal detector,camera,clothes,0,1132
116,0,rolling pin,hopscotch,hammer,hopscotch,0,1411
116,0,dice,table,coaster,dice,1,2122
116,0,furnace,chariot,navel,navel,0,1760
116,0,bookshelf,pizza,music box,pizza,0,2037
116,0,tarantula,navel,canister,canister,1,1777
116,0,music box,tuba,doormat,doormat,0,1720
116,0,beaver,toolbox,tea,toolbox,0,2034
116,0,tape measure,chariot,coaster,chariot,0,1236
116,0,toolbox,bookshelf,punching bag,toolbox,0,2102
116,0,trophy,hopscotch,music box,music box,1,1851
116,0,drain,bumper,washcloth,washcloth,0,3018
116,0,canister,turban,dice,turban,1,1523
116,0,trophy,chariot,macadamia,macadamia,1,1596
116,0,rolling pin,trigger,canister,trigger,0,2080
116,0,chariot,beaver,candelabra,beaver,0,4405
116,0,furnace,knob,tape measure,furnace,0,1847
116,0,headphones,bench,doormat,doormat,0,3560
116,0,bowler hat,drain,coaster,bowler hat,0,2383
116,0,toolbox,bucket,trophy,trophy,0,1253
116,0,laptop,furnace,bench,furnace,0,7153
116,0,punching bag,hopscotch,turban,hopscotch,0,1198
116,0,tarantula,trophy,candelabra,tarantula,0,1133
116,0,bench,metal detector,trigger,bench,0,1299
117,0,rudder,knob,furnace,knob,1,45245
117,0,coaster,pizza,tarantula,tarantula,1,7027
117,0,bench,canvas,bowler hat,bowler hat,0,19102
117,0,hopscotch,knob,bumper,knob,1,12513
117,0,candelabra,coaster,hammer,coaster,0,12334
117,0,flagpole,canvas,trigger,canvas,0,24949
117,0,laptop,beaver,bucket,beaver,1,21359
117,0,toolbox,hammer,mistletoe,mistletoe,0,4363
117,0,metal detector,trigger,bookshelf,bookshelf,0,5091
117,0,punching bag,doormat,trophy,doormat,1,18151
117,0,punching bag,plaster cast,clothes,plaster cast,0,3746
117,0,canister,mistletoe,trigger,mistletoe,0,15448
117,0,washcloth,tiara,tarantula,tarantula,0,6802
117,0,tea,tarantula,bench,tea,1,18485
117,0,macadamia,chariot,washcloth,chariot,0,19706
117,0,laptop,jet,doormat,jet,1,32534
117,0,clothes,furnace,trigger,clothes,0,16385
117,0,turban,canister,tuba,canister,0,6091
117,0,pizza,bowler hat,plaster cast,pizza,0,11331
117,0,dice,washcloth,pizza,pizza,1,17641
117,0,file,drain,trophy,trophy,0,22341
117,0,trophy,macadamia,tea,trophy,0,20362
117,0,turban,bumper,macadamia,bumper,0,6408
117,0,telegraph,navel,punching bag,telegraph,0,15568
117,0,bucket,trigger,tape measure,trigger,0,21622
117,0,hammer,bench,hopscotch,hammer,0,11890
117,0,hammer,headphones,plaster cast,plaster cast,0,8347
117,0,table,hopscotch,chariot,chariot,0,8420
117,0,camera,tape measure,bookshelf,tape measure,0,21314
117,0,tea,laptop,washcloth,tea,0,22245
117,0,rolling pin,tea,flagpole,tea,0,22515
117,0,clothes,tiara,macadamia,macadamia,0,5326
117,0,headphones,file,bag,file,0,3589
117,0,dice,tiara,hammer,dice,0,3026
117,0,trophy,dice,hopscotch,trophy,0,12939
117,0,laptop,hammer,turban,turban,0,13284
117,0,drain,beaver,metal detector,beaver,0,8043
117,0,beaver,file,bumper,file,0,12200
117,0,trigger,bowler hat,mistletoe,trigger,0,5495
117,0,drain,music box,canister,drain,0,13367
117,0,music box,bag,chariot,chariot,1,12537
117,0,table,headphones,trigger,table,0,6716
117,0,coaster,camera,clothes,clothes,0,13789
117,0,bowler hat,clothes,macadamia,macadamia,0,8003
117,0,laptop,file,mistletoe,mistletoe,1,8983
117,0,telegraph,bookshelf,trophy,bookshelf,0,3326
117,0,laptop,tarantula,canister,tarantula,0,9565
117,0,navel,tuba,rolling pin,rolling pin,0,22281
117,0,tarantula,bucket,bowler hat,tarantula,1,11564
117,0,navel,hopscotch,washcloth,navel,0,21490
117,0,doormat,knob,bench,knob,0,5974
117,0,clothes,bumper,tarantula,clothes,0,6043
117,0,hopscotch,bowler hat,tiara,hopscotch,0,11175
117,0,camera,telegraph,plaster cast,plaster cast,0,3904
